date,Ice Harbor Daily Streamflows (unit:cfs),Lower Monumental (unit:cfs),Little Goose (unit:cfs),Lower Granite (unit:cfs)
1949-06-23,59103,59123,58998,58936
1949-06-24,57236,57256,57133,56631
1949-06-25,52094,52114,51997,51523
1949-06-26,46621,46641,46521,46439
1949-06-27,49994,50014,49898,50236
1949-06-28,47115,47135,47025,46487
1949-06-29,47655,47675,47557,47134
1949-06-30,46219,46239,46110,45667
1949-07-01,42814,42844,42793,42072
1949-07-02,40652,40682,40647,40343
1949-07-03,40819,40849,40818,40708
1949-07-04,39890,39920,39894,39761
1949-07-05,38275,38305,38281,38202
1949-07-06,36542,36572,36547,36500
1949-07-07,36601,36631,36610,36469
1949-07-08,37540,37570,37560,37237
1949-07-09,34756,34786,34781,34511
1949-07-10,32698,32728,32725,32473
1949-07-11,32035,32065,32064,31855
1949-07-12,26967,26997,26999,26882
1949-07-13,26663,26693,26699,26595
1949-07-14,28829,28859,28868,28644
1949-07-15,27300,27330,27344,27256
1949-07-16,28435,28465,28479,28492
1949-07-17,26607,26637,26648,26538
1949-07-18,26749,26779,26790,26695
1949-07-19,26469,26499,26510,26448
1949-07-20,24289,24319,24330,24306
1949-07-21,24757,24787,24798,24771
1949-07-22,24544,24574,24593,24560
1949-07-23,26463,26493,26506,26519
1949-07-24,23289,23319,23324,23391
1949-07-25,26513,26543,26549,26506
1949-07-26,23541,23571,23584,23507
1949-07-27,23506,23536,23546,23520
1949-07-28,23060,23090,23102,23062
1949-07-29,22892,22922,22940,22904
1949-07-30,22220,22250,22273,22224
1949-07-31,21094,21124,21149,21074
1949-08-01,20705,20725,20748,20614
1949-08-02,19042,19062,19087,19035
1949-08-03,18864,18884,18910,18876
1949-08-04,20184,20204,20230,20235
1949-08-05,18253,18273,18300,18310
1949-08-06,19318,19338,19364,19228
1949-08-07,18368,18388,18415,18272
1949-08-08,18296,18316,18342,18276
1949-08-09,18631,18651,18678,18675
1949-08-10,17118,17138,17166,17204
1949-08-11,16996,17016,17044,17095
1949-08-12,16882,16902,16929,17018
1949-08-13,17573,17593,17620,17730
1949-08-14,17937,17957,17984,18071
1949-08-15,18270,18290,18318,18334
1949-08-16,15571,15591,15619,15578
1949-08-17,17365,17385,17413,17317
1949-08-18,17583,17603,17632,17586
1949-08-19,17716,17736,17764,17790
1949-08-20,17738,17758,17786,17878
1949-08-21,18312,18332,18362,18370
1949-08-22,17678,17698,17727,17693
1949-08-23,17278,17298,17324,17321
1949-08-24,16863,16883,16909,16977
1949-08-25,17013,17033,17060,17184
1949-08-26,18830,18850,18878,18901
1949-08-27,18770,18790,18820,18810
1949-08-28,16696,16716,16746,16746
1949-08-29,17623,17643,17673,17687
1949-08-30,17266,17286,17318,17354
1949-08-31,17968,17988,18021,18087
1949-09-01,16997,17007,16997,17088
1949-09-02,18127,18137,18127,18074
1949-09-03,17859,17869,17857,17850
1949-09-04,19041,19051,19040,19027
1949-09-05,20242,20252,20240,20234
1949-09-06,20126,20136,20124,20202
1949-09-07,20156,20166,20153,20286
1949-09-08,18786,18796,18784,18859
1949-09-09,18876,18886,18873,18947
1949-09-10,18946,18956,18942,18991
1949-09-11,17064,17074,17055,17109
1949-09-12,18405,18415,18387,18740
1949-09-13,19677,19687,19669,20034
1949-09-14,20042,20052,20035,19868
1949-09-15,18435,18445,18423,18365
1949-09-16,17596,17606,17540,17762
1949-09-17,18795,18805,18746,19368
1949-09-18,23220,23230,23199,22860
1949-09-19,19484,19494,19470,19277
1949-09-20,15825,15835,15813,15519
1949-09-21,18212,18222,18203,18089
1949-09-22,17347,17357,17339,17555
1949-09-23,16964,16974,16957,17004
1949-09-24,17893,17903,17888,17790
1949-09-25,17948,17958,17943,17912
1949-09-26,17192,17202,17189,17187
1949-09-27,17683,17693,17682,17608
1949-09-28,17963,17973,17959,17952
1949-09-29,17319,17329,17311,17469
1949-09-30,14116,14126,14105,14351
1949-10-01,21591,21591,21508,21823
1949-10-02,21940,21940,21855,22026
1949-10-03,20730,20730,20650,20562
1949-10-04,20519,20519,20439,20303
1949-10-05,19679,19679,19587,19675
1949-10-06,20839,20839,20730,21307
1949-10-07,20958,20958,20856,21271
1949-10-08,21272,21272,21177,21234
1949-10-09,22663,22663,22573,22476
1949-10-10,21972,21972,21876,21892
1949-10-11,21993,21993,21896,22006
1949-10-12,24684,24684,24592,24502
1949-10-13,23616,23616,23527,23451
1949-10-14,21139,21139,21053,20888
1949-10-15,21500,21500,21414,21315
1949-10-16,21036,21036,20952,20948
1949-10-17,19303,19303,19219,19308
1949-10-18,17978,17978,17892,17905
1949-10-19,21621,21621,21536,21545
1949-10-20,23176,23176,23091,23165
1949-10-21,22283,22283,22199,22071
1949-10-22,19510,19510,19425,19133
1949-10-23,20536,20536,20452,20314
1949-10-24,21398,21398,21312,21513
1949-10-25,21354,21354,21268,21469
1949-10-26,21619,21619,21534,21489
1949-10-27,24891,24891,24806,24686
1949-10-28,24286,24286,24193,24210
1949-10-29,27260,27260,27134,27587
1949-10-30,31040,31040,30937,30967
1949-10-31,24793,24793,24700,24123
1949-11-01,23877,23877,23740,23499
1949-11-02,23708,23708,23572,23595
1949-11-03,24093,24093,23960,24159
1949-11-04,22164,22164,22033,22062
1949-11-05,22574,22574,22444,22346
1949-11-06,23423,23423,23294,23408
1949-11-07,23189,23189,23059,23206
1949-11-08,23855,23855,23723,23546
1949-11-09,23005,23005,22868,22857
1949-11-10,23138,23138,22985,23239
1949-11-11,24170,24170,24008,24157
1949-11-12,24999,24999,24796,24925
1949-11-13,25667,25667,25467,25504
1949-11-14,24360,24360,24185,24009
1949-11-15,24730,24730,24568,24447
1949-11-16,23166,23166,23012,23027
1949-11-17,23388,23388,23242,23266
1949-11-18,24090,24090,23947,23864
1949-11-19,23610,23610,23469,23334
1949-11-20,22876,22876,22735,22486
1949-11-21,21549,21549,21410,21244
1949-11-22,20248,20248,20109,20035
1949-11-23,21891,21891,21749,21893
1949-11-24,22318,22318,22150,23213
1949-11-25,30400,30400,30196,32156
1949-11-26,41067,41067,40881,40989
1949-11-27,33524,33524,33270,33623
1949-11-28,42281,42281,42038,43603
1949-11-29,41227,41227,41032,40036
1949-11-30,37750,37750,37553,37135
1949-12-01,34081,34081,33735,33209
1949-12-02,31701,31701,31387,30740
1949-12-03,28091,28091,27784,27306
1949-12-04,25553,25553,25282,24979
1949-12-05,23873,23873,23616,23516
1949-12-06,26335,26335,26078,26002
1949-12-07,24648,24648,24423,24234
1949-12-08,23902,23902,23696,23596
1949-12-09,24042,24042,23821,23739
1949-12-10,24022,24022,23831,23646
1949-12-11,22131,22131,21964,21568
1949-12-12,23897,23897,23729,23346
1949-12-13,23503,23503,23329,23258
1949-12-14,25455,25455,25277,25469
1949-12-15,25367,25367,25194,25122
1949-12-16,24676,24676,24508,24543
1949-12-17,23449,23449,23281,23384
1949-12-18,23092,23092,22919,23053
1949-12-19,22615,22615,22442,22551
1949-12-20,22599,22599,22436,22251
1949-12-21,23658,23658,23491,23402
1949-12-22,21815,21815,21644,21621
1949-12-23,22859,22859,22681,22709
1949-12-24,23428,23428,23246,23461
1949-12-25,20066,20066,19892,19837
1949-12-26,24098,24098,23919,23840
1949-12-27,25972,25972,25778,25792
1949-12-28,30699,30699,30489,30478
1949-12-29,25978,25978,25763,25892
1949-12-30,28584,28584,28374,28239
1949-12-31,26612,26612,26407,26184
1950-01-01,25072,25072,24853,24842
1950-01-02,23572,23572,23377,23312
1950-01-03,22795,22795,22623,22315
1950-01-04,21476,21476,21327,21051
1950-01-05,21366,21366,21206,21065
1950-01-06,21579,21579,21399,21667
1950-01-07,24194,24194,23987,24088
1950-01-08,22002,22002,21786,22032
1950-01-09,23184,23184,22969,23156
1950-01-10,22139,22139,21934,21947
1950-01-11,22232,22232,22040,22029
1950-01-12,24150,24150,23969,23952
1950-01-13,23032,23032,22865,22614
1950-01-14,21325,21325,21169,20839
1950-01-15,19219,19219,19063,18872
1950-01-16,17458,17458,17293,17370
1950-01-17,18343,18343,18168,18350
1950-01-18,16261,16261,16076,16235
1950-01-19,22898,22898,22692,23054
1950-01-20,23719,23719,23464,24453
1950-01-21,27996,27996,27599,28699
1950-01-22,36098,36098,35340,37869
1950-01-23,42373,42373,41012,42054
1950-01-24,35366,35366,34350,33551
1950-01-25,35209,35209,34570,33453
1950-01-26,30925,30925,30503,29559
1950-01-27,28878,28878,28523,27829
1950-01-28,29970,29970,29659,29122
1950-01-29,28215,28215,27926,27380
1950-01-30,22021,22021,21753,21309
1950-01-31,20238,20238,19971,19777
1950-02-01,24264,24264,23236,23511
1950-02-02,27639,27639,26600,27015
1950-02-03,30429,30429,29378,29512
1950-02-04,27874,27874,26798,26796
1950-02-05,28701,28701,27606,27536
1950-02-06,27489,27489,26364,26472
1950-02-07,22719,22719,21570,22392
1950-02-08,23213,23213,22081,22578
1950-02-09,28590,28590,27481,27466
1950-02-10,29061,29061,27967,27578
1950-02-11,30050,30050,28969,28657
1950-02-12,26161,26161,25079,24841
1950-02-13,25973,25973,24883,24772
1950-02-14,23159,23159,22051,22128
1950-02-15,26233,26233,25001,25524
1950-02-16,32531,32531,30977,31710
1950-02-17,34288,34288,31623,32013
1950-02-18,37714,37714,34563,34429
1950-02-19,41558,41558,39148,39299
1950-02-20,39846,39846,37932,38143
1950-02-21,39423,39423,37705,37501
1950-02-22,39376,39376,37783,37803
1950-02-23,39182,39182,37531,38327
1950-02-24,50823,50823,45541,49229
1950-02-25,85010,85010,76509,82135
1950-02-26,89497,89497,81582,81196
1950-02-27,95477,95477,89405,89180
1950-02-28,77041,77041,73484,71519
1950-03-01,73464,73464,71321,69556
1950-03-02,66564,66564,64680,63774
1950-03-03,61884,61884,59877,59752
1950-03-04,62938,62938,59312,60083
1950-03-05,71139,71139,66755,67820
1950-03-06,76631,76631,72434,72604
1950-03-07,67843,67843,64737,63788
1950-03-08,65056,65056,62620,61860
1950-03-09,63684,63684,61627,60852
1950-03-10,59403,59403,57547,56738
1950-03-11,54043,54043,52357,51552
1950-03-12,53576,53576,52052,51417
1950-03-13,53096,53096,51664,51204
1950-03-14,51240,51240,49860,49482
1950-03-15,45352,45352,43994,43788
1950-03-16,50305,50305,48872,49463
1950-03-17,62458,62458,57087,61225
1950-03-18,81317,81317,73823,76560
1950-03-19,83283,83283,78770,78639
1950-03-20,71469,71469,68083,67481
1950-03-21,68809,68809,65977,65044
1950-03-22,67393,67393,64516,64042
1950-03-23,65231,65231,62634,62198
1950-03-24,64837,64837,62350,62010
1950-03-25,63166,63166,60776,60479
1950-03-26,61376,61376,59233,58835
1950-03-27,60003,60003,58032,57569
1950-03-28,59116,59116,57338,56719
1950-03-29,58903,58903,57261,56685
1950-03-30,57818,57818,56133,55864
1950-03-31,57192,57192,55311,56115
1950-04-01,77169,77179,74116,81025
1950-04-02,120769,120779,117151,121355
1950-04-03,107332,107342,104964,100556
1950-04-04,86646,86656,84824,83235
1950-04-05,78716,78726,77008,76225
1950-04-06,74789,74799,73091,72817
1950-04-07,71519,71529,69922,69936
1950-04-08,71301,71311,69638,70077
1950-04-09,74491,74501,72837,73363
1950-04-10,78124,78134,76487,76511
1950-04-11,79280,79290,77592,77844
1950-04-12,83784,83794,81876,82962
1950-04-13,90251,90261,87777,89963
1950-04-14,114452,114462,111699,113615
1950-04-15,108736,108746,106406,104778
1950-04-16,101415,101425,99235,98595
1950-04-17,106805,106815,104239,105423
1950-04-18,105797,105807,103404,103527
1950-04-19,105373,105383,103284,102896
1950-04-20,102843,102853,100866,100916
1950-04-21,106360,106370,104174,105086
1950-04-22,111764,111774,109527,110420
1950-04-23,114578,114588,112540,111745
1950-04-24,105018,105028,103327,101703
1950-04-25,92522,92532,90959,89663
1950-04-26,81342,81352,79891,79121
1950-04-27,80121,80131,78657,78366
1950-04-28,74725,74735,73295,72823
1950-04-29,73923,73933,72590,71874
1950-04-30,65794,65804,64489,64169
1950-05-01,72912,72922,71974,72043
1950-05-02,75407,75417,74285,74846
1950-05-03,82266,82276,81084,80862
1950-05-04,78263,78273,77202,76819
1950-05-05,84600,84610,83388,83128
1950-05-06,88261,88271,87112,86537
1950-05-07,86724,86734,85754,85231
1950-05-08,79828,79838,78935,78757
1950-05-09,74800,74810,73867,74249
1950-05-10,77767,77777,76740,77329
1950-05-11,85368,85378,84068,85456
1950-05-12,104627,104637,102966,105336
1950-05-13,119649,119659,117568,120948
1950-05-14,138657,138667,136358,139289
1950-05-15,159724,159734,157576,159505
1950-05-16,156917,156927,155044,155827
1950-05-17,160314,160324,158598,158523
1950-05-18,151448,151458,149947,148606
1950-05-19,138761,138771,137505,135236
1950-05-20,125307,125317,124249,122459
1950-05-21,116474,116484,115463,115114
1950-05-22,117666,117676,116535,118809
1950-05-23,138335,138345,137053,140750
1950-05-24,142665,142675,141491,142416
1950-05-25,140450,140460,139428,139041
1950-05-26,138564,138574,137561,137613
1950-05-27,143706,143716,142672,143632
1950-05-28,149335,149345,148282,148826
1950-05-29,149917,149927,148977,148386
1950-05-30,145004,145014,144146,143464
1950-05-31,141692,141702,140894,140643
1950-06-01,150835,150855,150242,150409
1950-06-02,152031,152051,151449,151594
1950-06-03,157510,157530,156943,156875
1950-06-04,165680,165700,165098,165430
1950-06-05,174188,174208,173598,174358
1950-06-06,182310,182330,181705,182398
1950-06-07,187051,187071,186491,186076
1950-06-08,181462,181482,180940,179630
1950-06-09,165660,165680,165183,163020
1950-06-10,149645,149665,149204,148020
1950-06-11,145591,145611,145158,145382
1950-06-12,142320,142340,141717,143537
1950-06-13,146533,146553,145786,147670
1950-06-14,164505,164525,163466,165776
1950-06-15,159494,159514,158567,157915
1950-06-16,170530,170550,169704,171502
1950-06-17,188879,188899,188090,190473
1950-06-18,186357,186377,185535,183809
1950-06-19,177015,177035,176286,175459
1950-06-20,171759,171779,171098,171158
1950-06-21,176563,176583,175900,177195
1950-06-22,180228,180248,179607,179302
1950-06-23,165877,165897,165298,163448
1950-06-24,153757,153777,153255,151808
1950-06-25,146685,146705,146070,144378
1950-06-26,134530,134550,134017,131771
1950-06-27,123200,123220,122764,121781
1950-06-28,120430,120450,120026,120443
1950-06-29,118710,118730,118344,119507
1950-06-30,121794,121814,121444,122713
1950-07-01,132852,132882,132512,133711
1950-07-02,133812,133842,133509,132515
1950-07-03,129150,129180,128882,127442
1950-07-04,116859,116889,116612,115270
1950-07-05,111359,111389,111146,110030
1950-07-06,106606,106636,106411,105234
1950-07-07,100727,100757,100555,99270
1950-07-08,96175,96205,96025,94766
1950-07-09,84743,84773,84604,83551
1950-07-10,76672,76702,76537,75740
1950-07-11,68441,68471,68320,67652
1950-07-12,62749,62779,62647,61931
1950-07-13,59562,59592,59474,58575
1950-07-14,56749,56779,56672,55888
1950-07-15,52807,52837,52737,52116
1950-07-16,53910,53940,53848,53303
1950-07-17,52293,52323,52241,51730
1950-07-18,48871,48901,48823,48239
1950-07-19,59287,59317,59233,58820
1950-07-20,59216,59246,59150,58779
1950-07-21,55927,55957,55884,55034
1950-07-22,50814,50844,50784,50175
1950-07-23,50755,50785,50733,50304
1950-07-24,45964,45994,45950,45639
1950-07-25,40734,40764,40725,40404
1950-07-26,40115,40145,40112,39799
1950-07-27,39154,39184,39154,39071
1950-07-28,41334,41364,41326,41527
1950-07-29,38881,38911,38870,38951
1950-07-30,40810,40840,40779,41042
1950-07-31,38194,38224,38178,37980
1950-08-01,34533,34553,34551,33984
1950-08-02,32454,32474,32477,32176
1950-08-03,31258,31278,31283,31107
1950-08-04,29547,29567,29571,29531
1950-08-05,31926,31946,31946,32174
1950-08-06,30245,30265,30266,30902
1950-08-07,32022,32042,32047,32368
1950-08-08,30817,30837,30843,30380
1950-08-09,27662,27682,27690,27430
1950-08-10,28083,28103,28107,27986
1950-08-11,27761,27781,27791,27747
1950-08-12,27785,27805,27819,27655
1950-08-13,26567,26587,26602,26494
1950-08-14,26530,26550,26566,26470
1950-08-15,24248,24268,24284,24151
1950-08-16,21632,21652,21668,21456
1950-08-17,26119,26139,26157,26078
1950-08-18,23648,23668,23685,23756
1950-08-19,23686,23706,23726,23603
1950-08-20,24215,24235,24257,24132
1950-08-21,22061,22081,22102,22021
1950-08-22,21727,21747,21768,21696
1950-08-23,22076,22096,22113,22090
1950-08-24,22979,22999,23011,23148
1950-08-25,22167,22187,22199,22214
1950-08-26,21042,21062,21080,21036
1950-08-27,21668,21688,21707,21704
1950-08-28,21704,21724,21745,21756
1950-08-29,20324,20344,20365,20364
1950-08-30,21330,21350,21374,21318
1950-08-31,20792,20812,20838,20788
1950-09-01,19497,19507,19479,19407
1950-09-02,20522,20532,20506,20482
1950-09-03,19529,19539,19513,19514
1950-09-04,19627,19637,19612,19582
1950-09-05,18537,18547,18519,18479
1950-09-06,18917,18927,18897,18917
1950-09-07,19200,19210,19178,19204
1950-09-08,20000,20010,19981,19992
1950-09-09,20158,20168,20139,20185
1950-09-10,21340,21350,21322,21516
1950-09-11,20724,20734,20707,21146
1950-09-12,22624,22634,22608,22878
1950-09-13,22186,22196,22170,22067
1950-09-14,21820,21830,21802,21817
1950-09-15,20469,20479,20449,20597
1950-09-16,23418,23428,23399,23463
1950-09-17,23300,23310,23283,23415
1950-09-18,23197,23207,23182,23182
1950-09-19,22068,22078,22053,21993
1950-09-20,21718,21728,21705,21687
1950-09-21,21321,21331,21308,21311
1950-09-22,20916,20926,20904,20874
1950-09-23,22219,22229,22208,22174
1950-09-24,21058,21068,21048,21045
1950-09-25,22565,22575,22551,22585
1950-09-26,22523,22533,22500,22728
1950-09-27,27271,27281,27236,27948
1950-09-28,24508,24518,24478,24203
1950-09-29,25278,25288,25254,25130
1950-09-30,22410,22420,22388,22332
1950-10-01,26168,26168,26078,26071
1950-10-02,27567,27567,27477,27557
1950-10-03,21650,21650,21561,21733
1950-10-04,23797,23797,23704,23645
1950-10-05,20377,20377,20275,20703
1950-10-06,24876,24876,24756,25802
1950-10-07,30118,30118,30012,30411
1950-10-08,31026,31026,30929,30372
1950-10-09,30622,30622,30523,30353
1950-10-10,26467,26467,26363,26251
1950-10-11,29694,29694,29593,29406
1950-10-12,27253,27253,27157,27236
1950-10-13,26799,26799,26703,26648
1950-10-14,26882,26882,26788,26604
1950-10-15,24274,24274,24181,24173
1950-10-16,24919,24919,24825,25093
1950-10-17,25170,25170,25076,25304
1950-10-18,25500,25500,25397,25385
1950-10-19,27934,27934,27820,28468
1950-10-20,29640,29640,29532,29450
1950-10-21,26536,26536,26429,26002
1950-10-22,26161,26161,26058,25860
1950-10-23,26277,26277,26178,26211
1950-10-24,24499,24499,24399,24246
1950-10-25,26426,26426,26328,26267
1950-10-26,28405,28405,28280,28581
1950-10-27,30293,30293,30168,30588
1950-10-28,27944,27944,27801,28069
1950-10-29,38013,38013,37703,40463
1950-10-30,48867,48867,48549,50132
1950-10-31,46906,46906,46665,45413
1950-11-01,44476,44476,44193,43634
